"","player_name","position","date_of_birth","age","nationality","club_name","league_name","season","year","first_name","second_name","goals_scored","assists","total_points","minutes.played","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_cards","yellow_cards","selected_by_percent","position_index","fpl_to_game"
"464","Sam Clucas","Left Midfield","1990-09-25T00:00:00Z",25,"England","Hull City","Premier League","2016/2017",2016,"Sam","Clucas",3,1,87,3186,75,344.2,482.2,405,4,509,122.5,5,1,9,0.2,"3",2.45762711864407
"465","James Weir","Left Midfield","1995-08-04T00:00:00Z",20,"England","Hull City","Premier League","2016/2017",2016,"James","Weir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"466","Evandro Goebel","Attacking Midfield","1986-08-23T00:00:00Z",29,"Brazil","Hull City","Premier League","2016/2017",2016,"Evandro","Goebel",0,0,18,576,10,171,42.4,20,0,88,23.2,3,0,1,0,"4",2.8125
"467","Shaun Maloney","Attacking Midfield","1983-01-24T00:00:00Z",33,"Scotland","Hull City","Premier League","2016/2017",2016,"Shaun","Maloney",1,2,24,283,7,70.4,104.6,58,2,86,23.4,1,0,0,0.5,"4",7.63250883392226
"468","Kamil Grosicki","Left Winger","1988-06-08T00:00:00Z",28,"Poland","Hull City","Premier League","2016/2017",2016,"Kamil","Grosicki",0,5,43,1143,27,360.9,133.6,309,0,132,80.3,3,0,1,0.2,"4",3.38582677165354
"469","Lazar Markovic","Right Winger","1994-03-02T00:00:00Z",22,"Serbia","Hull City","Premier League","2016/2017",2016,"Lazar","Markovic",2,0,37,1005,15,160.3,142.2,185,2,125,48.5,5,0,4,0.1,"4",3.3134328358209
"470","Robert Snodgrass","Right Winger","1987-09-07T00:00:00Z",28,"Scotland","Hull City","Premier League","2016/2017",2016,"Robert","Snodgrass",7,6,133,2548,56,1050.1,550.2,538,16,503,212.3,3,0,2,6.3,"4",4.6978021978022
"471","Jarrod Bowen","Right Winger","1996-12-20T00:00:00Z",19,"England","Hull City","Premier League","2016/2017",2016,"Jarrod","Bowen",0,0,8,181,8,17.9,3.8,36,0,21,5.7,0,0,0,0.1,"4",3.97790055248619
"472","Oumar Niasse","Centre-Forward","1990-04-18T00:00:00Z",26,"Senegal","Hull City","Premier League","2016/2017",2016,"Oumar","Niasse",4,1,44,1096,30,163,205.8,417,3,125,76.8,2,1,3,0.4,"5",3.61313868613139
"473","Abel Hernández","Centre-Forward","1990-08-08T00:00:00Z",25,"Uruguay","Hull City","Premier League","2016/2017",2016,"Abel","Hernández",4,4,72,1425,23,190.4,219.4,532,6,208,93.6,4,0,0,0.9,"5",4.54736842105263
"474","Dieumerci Mbokani","Centre-Forward","1985-11-22T00:00:00Z",30,"DR Congo","Hull City","Premier League","2016/2017",2016,"Dieumerci","Mbokani",0,2,27,764,16,107.3,52.4,235,0,43,39.6,3,0,0,0,"5",3.18062827225131
"475","Adama Diomande","Centre-Forward","1990-02-14T00:00:00Z",26,"Norway","Hull City","Premier League","2016/2017",2016,"Adama","Diomande",2,0,42,1171,29,195.4,141,259,2,127,58.7,2,0,1,3.6,"5",3.22801024765158
"476","Will Keane","Centre-Forward","1993-01-11T00:00:00Z",23,"England","Hull City","Premier League","2016/2017",2016,"Will","Keane",0,0,8,280,10,50.1,2.8,39,0,9,8.3,1,0,0,0.2,"5",2.57142857142857
"477","Greg Luer","Centre-Forward","1994-12-06T00:00:00Z",21,"England","Hull City","Premier League","2016/2017",2016,"Greg","Luer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"5",NA
"478","Víctor Valdés","Goalkeeper","1982-01-14T00:00:00Z",34,"Spain","Middlesbrough FC","Premier League","2016/2017",2016,"Víctor","Valdés",0,0,102,2520,36,0.3,607.6,2,10,493,61,8,0,1,4.3,"1",3.64285714285714
"479","Dimitrios Konstantopoulos","Goalkeeper","1978-11-29T00:00:00Z",37,"Greece","Middlesbrough FC","Premier League","2016/2017",2016,"Dimitrios","Konstantopoulos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"1",NA
"480","Calum Chambers","Centre-Back","1995-01-20T00:00:00Z",21,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Calum","Chambers",2,1,83,2250,37,107,692.2,80,7,499,88,7,0,4,3.4,"2",3.32
"481","Ben Gibson","Centre-Back","1993-01-15T00:00:00Z",23,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Ben","Gibson",1,1,121,3420,53,55.7,818.4,248,14,682,112.2,11,0,4,8.8,"2",3.18421052631579
"482","Daniel Ayala","Centre-Back","1990-11-07T00:00:00Z",25,"Spain","Middlesbrough FC","Premier League","2016/2017",2016,"Daniel","Ayala",1,0,31,918,16,10.4,220.8,166,0,174,39.8,3,0,3,0.1,"2",3.03921568627451
"483","Dael Fry","Centre-Back","1997-08-30T00:00:00Z",18,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Dael","Fry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"2",NA
"484","George Friend","Left-Back","1987-10-19T00:00:00Z",28,"England","Middlesbrough FC","Premier League","2016/2017",2016,"George","Friend",0,3,59,1964,35,169.1,436,213,6,371,82,4,0,4,1.8,"2",2.70366598778004
"485","James Husband","Left-Back","1994-01-03T00:00:00Z",22,"England","Middlesbrough FC","Premier League","2016/2017",2016,"James","Husband",0,0,0,58,3,1.5,1.2,0,0,3,0.3,0,0,0,0,"2",0
"486","Antonio Barragán","Right-Back","1987-06-12T00:00:00Z",29,"Spain","Middlesbrough FC","Premier League","2016/2017",2016,"Antonio","Barragán",0,0,71,2193,32,219,442.2,50,8,455,71.5,7,0,5,1,"2",2.91381668946648
"487","Fabio Pereira da Silva","Right-Back","1990-07-09T00:00:00Z",25,"Brazil","Middlesbrough FC","Premier League","2016/2017",2016,"Fabio Pereira","da Silva",0,0,58,1847,30,273.9,355.8,39,8,347,67.1,6,0,8,0.4,"2",2.82620465619924
"488","Alex Baptiste","Right-Back","1986-01-31T00:00:00Z",30,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Alex","Baptiste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"2",NA
"489","Adam Clayton","Defensive Midfield","1989-01-14T00:00:00Z",27,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Adam","Clayton",0,2,70,2804,45,323.3,454.6,71,0,427,84.8,10,0,10,0.8,"3",2.24679029957204
"490","Julien de Sart","Defensive Midfield","1994-12-23T00:00:00Z",21,"Belgium","Middlesbrough FC","Premier League","2016/2017",2016,"Julien","de Sart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"491","Marten de Roon","Central Midfield","1991-03-29T00:00:00Z",25,"Netherlands","Middlesbrough FC","Premier League","2016/2017",2016,"Marten","de Roon",4,1,91,2773,44,245.8,370.6,390,5,399,100.1,8,0,8,1.8,"3",2.95347998557519
"492","Adam Forshaw","Central Midfield","1991-10-08T00:00:00Z",24,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Adam","Forshaw",0,2,77,2695,36,511.6,275.6,240,3,401,102.5,9,0,4,0.4,"3",2.57142857142857
"493","Grant Leadbitter","Central Midfield","1986-01-07T00:00:00Z",30,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Grant","Leadbitter",1,0,28,710,12,139.9,93.4,88,1,125,31.9,3,0,1,0,"3",3.54929577464789
"494","Adlène Guédioura","Central Midfield","1985-11-12T00:00:00Z",30,"Algeria","Middlesbrough FC","Premier League","2016/2017",2016,"Adlène","Guédioura",0,1,26,861,20,169.2,123.6,100,0,131,38.7,0,0,2,0.1,"3",2.71777003484321
"495","Stewart Downing","Left Midfield","1984-07-22T00:00:00Z",31,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Stewart","Downing",1,3,77,2214,39,566.9,324.6,283,3,364,117.7,7,0,1,0.4,"3",3.13008130081301
"496","Adam Reach","Left Midfield","1993-02-03T00:00:00Z",23,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Adam","Reach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"497","Gastón Ramírez","Attacking Midfield","1990-12-02T00:00:00Z",25,"Uruguay","Middlesbrough FC","Premier League","2016/2017",2016,"Gastón","Ramírez",2,3,59,1539,22,509.9,287.2,364,6,244,115.6,6,1,8,0.5,"4",3.45029239766082
"498","Viktor Fischer","Left Winger","1994-06-09T00:00:00Z",22,"Denmark","Middlesbrough FC","Premier League","2016/2017",2016,"Viktor","Fischer",0,3,25,438,6,121.7,82.6,165,0,91,37,1,0,0,0.2,"4",5.13698630136986
"499","Adama Traoré","Right Winger","1996-01-25T00:00:00Z",20,"Spain","Middlesbrough FC","Premier League","2016/2017",2016,"Adama","Traoré",0,1,52,1543,22,320.5,283.2,176,2,264,77.9,6,0,1,0.1,"4",3.03305249513934
"500","Albert Adomah","Right Winger","1987-12-13T00:00:00Z",28,"Ghana","Middlesbrough FC","Premier League","2016/2017",2016,"Albert","Adomah",0,0,3,122,2,20.5,8.4,33,0,6,6,0,0,0,0,"4",2.21311475409836
"501","Jordan Rhodes","Centre-Forward","1990-02-05T00:00:00Z",26,"Scotland","Middlesbrough FC","Premier League","2016/2017",2016,"Jordan","Rhodes",0,0,8,211,2,28,21.6,104,0,21,15.4,0,0,0,0.2,"5",3.41232227488152
"502","Álvaro Negredo","Centre-Forward","1985-08-20T00:00:00Z",30,"Spain","Middlesbrough FC","Premier League","2016/2017",2016,"Álvaro","Negredo",9,5,130,2872,45,454.9,542.4,1078,17,436,207.1,10,0,5,10.9,"5",4.07381615598886
"503","Rudy Gestede","Centre-Forward","1988-10-10T00:00:00Z",27,"Benin","Middlesbrough FC","Premier League","2016/2017",2016,"Rudy","Gestede",1,0,21,533,12,148.4,79.4,254,0,80,48.1,1,0,3,0.1,"5",3.54596622889306
"504","Patrick Bamford","Centre-Forward","1993-09-05T00:00:00Z",22,"England","Middlesbrough FC","Premier League","2016/2017",2016,"Patrick","Bamford",1,0,21,326,8,26.9,51,139,2,59,21.5,0,0,1,0.1,"5",5.79754601226994
"505","Cristhian Stuani","Centre-Forward","1986-10-12T00:00:00Z",29,"Uruguay","Middlesbrough FC","Premier League","2016/2017",2016,"Cristhian","Stuani",4,0,54,1355,15,132.4,224,430,4,203,78.3,4,0,4,2.4,"5",3.58671586715867
"506","David Nugent","Centre-Forward","1985-05-02T00:00:00Z",31,"England","Middlesbrough FC","Premier League","2016/2017",2016,"David","Nugent",0,0,4,43,0,3.3,3.4,2,0,11,0.7,0,0,0,0.2,"5",8.37209302325581
"507","Ben Foster","Goalkeeper","1983-04-03T00:00:00Z",33,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Ben","Foster",0,0,113,3420,51,20.3,767,5,4,629,79.5,6,0,2,12.6,"1",2.97368421052632
"508","Boaz Myhill","Goalkeeper","1982-11-09T00:00:00Z",33,"Wales","West Bromwich Albion","Premier League","2016/2017",2016,"Boaz","Myhill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"1",NA
"509","Jack Rose","Goalkeeper","1995-01-31T00:00:00Z",21,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Jack","Rose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"1",NA
"510","Alex Palmer","Goalkeeper","1996-08-10T00:00:00Z",19,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Alex","Palmer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"511","Jonny Evans","Centre-Back","1988-01-03T00:00:00Z",28,"Northern Ireland","West Bromwich Albion","Premier League","2016/2017",2016,"Jonny","Evans",2,1,79,2637,39,117.5,626.6,259,7,478,100.6,4,0,8,4.1,"2",2.6962457337884
"512","Craig Dawson","Centre-Back","1990-05-06T00:00:00Z",26,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Craig","Dawson",4,0,102,3276,50,317.1,742.4,418,6,500,147.9,6,0,10,2.5,"2",2.8021978021978
"513","Marc Wilson","Centre-Back","1987-08-17T00:00:00Z",28,"Ireland","West Bromwich Albion","Premier League","2016/2017",2016,"Marc","Wilson",0,0,0,255,7,34.5,63,5,0,29,10.3,0,0,3,2.3,"2",0
"514","Jonas Olsson","Centre-Back","1983-03-10T00:00:00Z",33,"Sweden","West Bromwich Albion","Premier League","2016/2017",2016,"Jonas","Olsson",0,0,8,590,13,1.1,96.4,21,0,60,12,1,0,3,0.5,"2",1.22033898305085
"515","Gareth McAuley","Centre-Back","1979-12-05T00:00:00Z",36,"Northern Ireland","West Bromwich Albion","Premier League","2016/2017",2016,"Gareth","McAuley",6,1,131,3140,45,74.3,913.8,367,14,576,135.4,7,0,5,24.7,"2",3.75477707006369
"516","Brendan Galloway","Left-Back","1996-03-17T00:00:00Z",20,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Brendan","Galloway",0,0,9,247,3,18.4,33,25,0,44,7.5,1,0,0,0.2,"2",3.27935222672065
"517","Sébastien Pocognoli","Left-Back","1987-08-01T00:00:00Z",28,"Belgium","West Bromwich Albion","Premier League","2016/2017",2016,"Sébastien","Pocognoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"2",NA
"518","Kane Wilson","Right-Back","2000-03-11T00:00:00Z",16,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Kane","Wilson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,"2",NA
"519","Jake Livermore","Defensive Midfield","1989-11-14T00:00:00Z",26,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Jake","Livermore",1,1,77,2970,62,323.5,556.4,283,2,458,116.5,4,1,5,0.1,"3",2.33333333333333
"520","Claudio Yacob","Defensive Midfield","1987-07-18T00:00:00Z",28,"Argentina","West Bromwich Albion","Premier League","2016/2017",2016,"Claudio","Yacob",0,0,54,2418,36,108.5,346,33,0,366,49,4,0,9,0.2,"3",2.00992555831266
"521","James Morrison","Central Midfield","1986-05-25T00:00:00Z",30,"Scotland","West Bromwich Albion","Premier League","2016/2017",2016,"James","Morrison",5,2,84,1741,22,348.9,351,237,4,328,93.7,4,0,3,1.1,"3",4.34233199310741
"522","Craig Gardner","Central Midfield","1986-11-25T00:00:00Z",29,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Craig","Gardner",0,1,14,218,6,137.9,35.4,11,0,52,18.3,1,0,1,0.1,"3",5.77981651376147
"523","Darren Fletcher","Central Midfield","1984-02-01T00:00:00Z",32,"Scotland","West Bromwich Albion","Premier League","2016/2017",2016,"Darren","Fletcher",2,3,103,3231,45,362.3,393.2,260,2,453,101.2,8,0,0,8.1,"3",2.86908077994429
"524","Rekeem Harper","Central Midfield","2000-03-08T00:00:00Z",16,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Rekeem","Harper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"525","Sam Field","Central Midfield","1998-05-08T00:00:00Z",18,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Sam","Field",0,0,9,275,1,49,16.4,3,0,50,6.7,1,0,2,0,"3",2.94545454545455
"526","Chris Brunt","Left Midfield","1984-12-14T00:00:00Z",31,"Northern Ireland","West Bromwich Albion","Premier League","2016/2017",2016,"Chris","Brunt",3,4,99,2477,37,674.5,509.4,340,11,462,153.1,4,0,5,2.3,"3",3.59709325797335
"527","Nacer Chadli","Left Winger","1989-08-02T00:00:00Z",26,"Belgium","West Bromwich Albion","Premier League","2016/2017",2016,"Nacer","Chadli",5,6,110,2135,32,538.8,412,543,8,359,148.7,6,0,2,1.4,"4",4.63700234192037
"528","James McClean","Left Winger","1989-04-22T00:00:00Z",27,"Ireland","West Bromwich Albion","Premier League","2016/2017",2016,"James","McClean",1,3,52,1477,24,331.3,288.6,360,1,236,98.2,2,0,9,0.1,"4",3.16858496953284
"529","Hal Robson-Kanu","Left Winger","1989-05-21T00:00:00Z",27,"Wales","West Bromwich Albion","Premier League","2016/2017",2016,"Hal","Robson-Kanu",3,2,52,701,13,130.7,166.2,255,3,144,53.8,1,0,3,0.3,"4",6.67617689015692
"530","Matt Phillips","Right Winger","1991-03-13T00:00:00Z",25,"Scotland","West Bromwich Albion","Premier League","2016/2017",2016,"Matt","Phillips",4,9,115,2181,28,508.9,463.2,458,12,357,142.3,6,0,2,4,"4",4.7455295735901
"531","Callum McManaman","Right Winger","1991-04-25T00:00:00Z",25,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Callum","McManaman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"4",NA
"532","Jonathan Leko","Right Winger","1999-04-24T00:00:00Z",17,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Jonathan","Leko",0,1,12,118,3,29.9,27.4,20,0,38,7.6,0,0,0,0.5,"4",9.15254237288136
"533","Saido Berahino","Centre-Forward","1993-08-04T00:00:00Z",22,"Burundi","West Bromwich Albion","Premier League","2016/2017",2016,"Saido","Berahino",0,0,26,963,13,73.5,38.4,299,0,50,40,4,0,1,0.5,"5",2.42990654205607
"534","Rickie Lambert","Centre-Forward","1982-02-16T00:00:00Z",34,"England","West Bromwich Albion","Premier League","2016/2017",2016,"Rickie","Lambert",0,0,1,13,0,11,3.6,40,0,3,5.5,0,0,0,0.1,"5",6.92307692307692
"535","Vito Mannone","Goalkeeper","1988-03-02T00:00:00Z",28,"Italy","Sunderland AFC","Premier League","2016/2017",2016,"Vito","Mannone",0,0,34,810,19,0,247,0,6,187,24.8,2,0,0,0.6,"1",3.77777777777778
"536","Michael Simões Domingues","Goalkeeper","1991-03-08T00:00:00Z",25,"Portugal","Sunderland AFC","Premier League","2016/2017",2016,"Michael","Simões Domingues",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"537","Jordan Pickford","Goalkeeper","1994-03-07T00:00:00Z",22,"England","Sunderland AFC","Premier League","2016/2017",2016,"Jordan","Pickford",0,0,102,2610,50,40,933,0,9,608,97.4,4,0,0,11,"1",3.51724137931034
"538","Lamine Koné","Centre-Back","1989-02-01T00:00:00Z",27,"Cote d'Ivoire","Sunderland AFC","Premier League","2016/2017",2016,"Lamine","Koné",1,0,69,2545,46,35.6,624,339,5,451,100.2,5,0,4,1.7,"2",2.44007858546169
"539","Jason Denayer","Centre-Back","1995-06-28T00:00:00Z",21,"Belgium","Sunderland AFC","Premier League","2016/2017",2016,"Jason","Denayer",0,0,56,1878,30,55.1,319.2,62,2,320,43.7,6,0,2,0.1,"2",2.68370607028754
"540","Papy Djilobodji","Centre-Back","1988-12-01T00:00:00Z",27,"Senegal","Sunderland AFC","Premier League","2016/2017",2016,"Papy","Djilobodji",0,0,24,1577,35,25.9,487.6,124,0,281,63.8,2,1,4,0.2,"2",1.36968928344959
"541","Joleon Lescott","Centre-Back","1982-08-16T00:00:00Z",33,"England","Sunderland AFC","Premier League","2016/2017",2016,"Joleon","Lescott",0,0,1,124,5,0.3,39,0,0,14,3.9,0,0,0,0.3,"2",0.725806451612903
"542","John O'Shea","Centre-Back","1981-04-30T00:00:00Z",35,"Ireland","Sunderland AFC","Premier League","2016/2017",2016,"John","O'Shea",0,1,47,2158,42,21.3,453.4,98,3,335,57,3,0,5,0.4,"2",1.96014828544949
"543","Michael Ledger","Centre-Back","1997-08-15T00:00:00Z",18,"England","Sunderland AFC","Premier League","2016/2017",2016,"Michael","Ledger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"544","Patrick van Aanholt","Left-Back","1990-08-29T00:00:00Z",25,"Netherlands","Sunderland AFC","Premier League","2016/2017",2016,"Patrick","van Aanholt",5,1,98,2498,53,534.2,616,383,9,534,153.5,5,0,3,3.6,"2",3.53082465972778
"545","Bryan Oviedo","Left-Back","1990-02-18T00:00:00Z",26,"Costa Rica","Sunderland AFC","Premier League","2016/2017",2016,"Bryan","Oviedo",0,0,29,1323,26,155.4,250.6,37,0,223,44.4,3,0,4,0.1,"2",1.97278911564626
"546","Javier Manquillo","Right-Back","1994-05-05T00:00:00Z",22,"Spain","Sunderland AFC","Premier League","2016/2017",2016,"Javier","Manquillo",1,0,38,1430,28,98.7,242.2,66,0,210,40.8,2,0,2,0,"2",2.39160839160839
"547","Adam Matthews","Right-Back","1992-01-13T00:00:00Z",24,"Wales","Sunderland AFC","Premier League","2016/2017",2016,"Adam","Matthews",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"548","Billy Jones","Right-Back","1987-03-24T00:00:00Z",29,"England","Sunderland AFC","Premier League","2016/2017",2016,"Billy","Jones",1,0,56,2270,49,387.5,476.8,270,6,368,113.5,5,0,8,0.1,"2",2.22026431718062
"549","Josh Robson","Right-Back","1998-02-03T00:00:00Z",18,"England","Sunderland AFC","Premier League","2016/2017",2016,"Josh","Robson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"2",NA
"550","Donald Love","Right-Back","1994-12-02T00:00:00Z",21,"Scotland","Sunderland AFC","Premier League","2016/2017",2016,"Donald","Love",0,1,21,611,11,73.6,157.6,17,1,133,24.9,1,0,1,4.2,"2",3.09328968903437
"551","Jack Rodwell","Defensive Midfield","1991-03-11T00:00:00Z",25,"England","Sunderland AFC","Premier League","2016/2017",2016,"Jack","Rodwell",0,1,38,1492,32,131,235,233,1,200,60,2,0,4,0.6,"3",2.29222520107239
"552","Lee Cattermole","Defensive Midfield","1988-03-21T00:00:00Z",28,"England","Sunderland AFC","Premier League","2016/2017",2016,"Lee","Cattermole",0,0,12,633,13,47.3,65,12,0,63,12.6,0,0,4,0.1,"3",1.70616113744076
"553","Jan Kirchhoff","Defensive Midfield","1990-10-01T00:00:00Z",25,"Germany","Sunderland AFC","Premier League","2016/2017",2016,"Jan","Kirchhoff",0,1,12,433,11,30.1,53.6,26,0,61,10.9,0,0,1,0,"3",2.49422632794457
"554","Didier Ndong","Central Midfield","1994-06-17T00:00:00Z",22,"Gabon","Sunderland AFC","Premier League","2016/2017",2016,"Didier","Ndong",1,1,67,2520,48,310.1,340.4,140,1,397,78.9,5,0,5,0,"3",2.39285714285714
"555","Sebastian Larsson","Central Midfield","1985-06-06T00:00:00Z",31,"Sweden","Sunderland AFC","Premier League","2016/2017",2016,"Sebastian","Larsson",0,3,40,1468,35,402.5,206,109,0,219,71.4,3,1,4,0,"3",2.45231607629428
"556","Darron Gibson","Central Midfield","1987-10-25T00:00:00Z",28,"Ireland","Sunderland AFC","Premier League","2016/2017",2016,"Darron","Gibson",0,0,17,640,12,51.5,72.4,16,0,101,13.8,1,0,4,0.1,"3",2.390625
"557","Ethan Robson","Central Midfield","1996-10-25T00:00:00Z",19,"England","Sunderland AFC","Premier League","2016/2017",2016,"Ethan","Robson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"558","Elliot Embleton","Central Midfield","1999-04-02T00:00:00Z",17,"England","Sunderland AFC","Premier League","2016/2017",2016,"Elliot","Embleton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"559","Wahbi Khazri","Attacking Midfield","1991-02-08T00:00:00Z",25,"Tunisia","Sunderland AFC","Premier League","2016/2017",2016,"Wahbi","Khazri",1,0,31,849,21,332.2,112.2,203,3,96,64.9,1,0,6,0.1,"4",3.28621908127209
"560","George Honeyman","Attacking Midfield","1994-09-08T00:00:00Z",21,"England","Sunderland AFC","Premier League","2016/2017",2016,"George","Honeyman",0,0,7,235,4,42.7,34.2,29,0,30,10.6,1,0,1,0,"4",2.68085106382979
"561","Fabio Borini","Left Winger","1991-03-29T00:00:00Z",25,"Italy","Sunderland AFC","Premier League","2016/2017",2016,"Fabio","Borini",2,0,49,1742,34,257.3,217,406,3,177,87.4,5,0,5,0.6,"4",2.53157290470723
"562","Steven Pienaar","Left Winger","1982-03-17T00:00:00Z",34,"South Africa","Sunderland AFC","Premier League","2016/2017",2016,"Steven","Pienaar",0,0,15,802,13,134.4,90.8,98,0,77,32.3,2,1,5,0,"4",1.68329177057357
"563","Jeremain Lens","Right Winger","1987-11-24T00:00:00Z",28,"Netherlands","Sunderland AFC","Premier League","2016/2017",2016,"Jeremain","Lens",0,0,2,69,1,31.3,14.2,52,0,12,9.7,0,0,0,0,"4",2.60869565217391
"564","Adnan Januzaj","Right Winger","1995-02-05T00:00:00Z",21,"Belgium","Sunderland AFC","Premier League","2016/2017",2016,"Adnan","Januzaj",0,3,49,1628,38,470.8,226.2,364,0,158,106.4,3,1,3,0.5,"4",2.70884520884521
"565","Duncan Watmore","Right Winger","1994-03-08T00:00:00Z",22,"England","Sunderland AFC","Premier League","2016/2017",2016,"Duncan","Watmore",0,5,43,1025,20,159.7,118.6,241,1,125,51.4,2,0,1,0.1,"4",3.77560975609756
"566","Lynden Gooch","Right Winger","1995-12-24T00:00:00Z",20,"United States","Sunderland AFC","Premier League","2016/2017",2016,"Lynden","Gooch",0,0,12,366,9,66.4,36.4,54,0,43,15.4,1,0,3,0.2,"4",2.95081967213115
"567","Jermain Defoe","Centre-Forward","1982-10-07T00:00:00Z",33,"England","Sunderland AFC","Premier League","2016/2017",2016,"Jermain","Defoe",15,3,166,3322,63,274.5,630.4,1379,24,529,227,6,0,1,16.1,"5",4.49729078868152
"568","Victor Anichebe","Centre-Forward","1988-04-23T00:00:00Z",28,"Nigeria","Sunderland AFC","Premier League","2016/2017",2016,"Victor","Anichebe",3,1,48,1219,21,195.3,210.4,505,5,166,90.4,3,0,2,2.2,"5",3.54388843314192
"569","Joel Asoro","Centre-Forward","1999-04-27T00:00:00Z",17,"Sweden","Sunderland AFC","Premier League","2016/2017",2016,"Joel","Asoro",0,0,1,10,0,0,0,2,0,3,0.2,0,0,0,0,"5",9
"570","Josh Maja","Centre-Forward","1998-12-27T00:00:00Z",17,"England","Sunderland AFC","Premier League","2016/2017",2016,"Josh","Maja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"5",NA
"571","Artur Boruc","Goalkeeper","1980-02-20T00:00:00Z",36,"Poland","AFC Bournemouth","Premier League","2016/2017",2016,"Artur","Boruc",0,0,120,3150,63,10,815.4,0,7,657,82.4,9,0,2,6.2,"1",3.42857142857143
"572","Adam Federici","Goalkeeper","1985-01-31T00:00:00Z",31,"Australia","AFC Bournemouth","Premier League","2016/2017",2016,"Adam","Federici",0,0,8,180,3,0,34.4,0,1,37,3.5,1,0,1,0.1,"1",4
"573","Ryan Allsop","Goalkeeper","1992-06-17T00:00:00Z",24,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Ryan","Allsop",0,0,3,90,1,0,33.8,0,0,17,3.4,0,0,0,0.1,"1",3
"574","Aaron Ramsdale","Goalkeeper","1998-05-14T00:00:00Z",18,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Aaron","Ramsdale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"575","Tyrone Mings","Centre-Back","1993-03-13T00:00:00Z",23,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Tyrone","Mings",0,0,4,506,16,18.3,125.4,45,2,89,18.9,0,0,0,0,"2",0.711462450592885
"576","Nathan Aké","Centre-Back","1995-02-18T00:00:00Z",21,"Netherlands","AFC Bournemouth","Premier League","2016/2017",2016,"Nathan","Aké",3,1,55,834,20,55.5,373.2,147,8,267,57.5,3,0,1,6.1,"2",5.93525179856115
"577","Steve Cook","Centre-Back","1991-04-19T00:00:00Z",25,"England","AFC Bournemouth","Premier League","2016/2017",2016,"Steve","Cook",2,0,112,3420,67,66.2,1123,391,17,777,158.2,10,0,5,3.2,"2",2.94736842105263
"578","Marc Wilson","Centre-Back","1987-08-17T00:00:00Z",28,"Ireland","AFC Bournemouth","Premier League","2016/2017",2016,"Marc","Wilson",0,0,0,255,7,34.5,63,5,0,29,10.3,0,0,3,2.3,"2",0
