"","player_name","position","date_of_birth","age","nationality","club_name","league_name","season","year","first_name","second_name","goals_scored","assists","total_points","minutes.played","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_cards","yellow_cards","selected_by_percent","now_cost","position_index","fpl_to_game"
"446","Víctor Camarasa","Central Midfield","1994-05-28T00:00:00Z",25,"Spain","Cardiff City","Premier League","2018/2019",2018,"Víctor","Camarasa",5,4,106,2569,53,798.4,515.8,387,5,398,170.2,9,0,6,2.2,44,"3",3.71350720124562
"447","Joe Ralls","Central Midfield","1993-10-13T00:00:00Z",25,"England","Cardiff City","Premier League","2018/2019",2018,"Joe","Ralls",0,0,45,1954,40,481.1,284.6,204,0,232,96.7,5,1,4,0.1,46,"3",2.07267144319345
"448","Callum Paterson","Central Midfield","1994-10-13T00:00:00Z",24,"Scotland","Cardiff City","Premier League","2018/2019",2018,"Callum","Paterson",4,2,80,1993,41,311.9,266.8,541,4,227,111.7,5,0,4,0.3,48,"3",3.61264425489212
"449","Leandro Bacuna","Central Midfield","1991-08-21T00:00:00Z",27,"Curacao","Cardiff City","Premier League","2018/2019",2018,"Leandro","Bacuna",0,1,17,554,14,30.2,69,22,0,81,12,1,0,2,0,43,"3",2.76173285198556
"450","Loïc Damour","Central Midfield","1991-01-08T00:00:00Z",28,"France","Cardiff City","Premier League","2018/2019",2018,"Loïc","Damour",0,0,2,21,2,1,0.6,8,0,6,0.9,0,0,0,0.1,43,"3",8.57142857142857
"451","Kadeem Harris","Right Midfield","1993-06-08T00:00:00Z",26,"England","Cardiff City","Premier League","2018/2019",2018,"Kadeem","Harris",1,1,24,365,6,87.7,90.4,89,0,80,26.7,1,0,1,0,45,"3",5.91780821917808
"452","Bobby Reid","Attacking Midfield","1993-02-02T00:00:00Z",26,"Jamaica","Cardiff City","Premier League","2018/2019",2018,"Bobby","Reid",5,3,80,1413,30,224.4,296.6,392,9,276,91,4,0,0,0.9,52,"4",5.09554140127389
"453","Josh Murphy","Left Winger","1995-02-24T00:00:00Z",24,"England","Cardiff City","Premier League","2018/2019",2018,"Josh","Murphy",3,2,76,1810,32,267,285.6,550,3,191,109.5,7,0,2,0.2,48,"4",3.77900552486188
"454","Nathaniel Mendez-Laing","Right Winger","1992-04-15T00:00:00Z",27,"England","Cardiff City","Premier League","2018/2019",2018,"Nathaniel","Mendez-Laing",4,1,63,978,18,255,351.4,370,6,253,97.8,4,0,0,0,48,"4",5.79754601226994
"455","Kenneth Zohore","Centre-Forward","1994-01-31T00:00:00Z",25,"Denmark","Cardiff City","Premier League","2018/2019",2018,"Kenneth","Zohore",1,1,33,741,19,159.5,103.6,270,2,93,53.3,2,0,1,0.5,46,"5",4.0080971659919
"456","Oumar Niasse","Centre-Forward","1990-04-18T00:00:00Z",29,"Senegal","Cardiff City","Premier League","2018/2019",2018,"Oumar","Niasse",0,0,30,988,13,85.7,70.8,317,0,29,47.1,5,0,0,0.4,50,"5",2.73279352226721
"457","Gary Madine","Centre-Forward","1990-08-24T00:00:00Z",28,"England","Cardiff City","Premier League","2018/2019",2018,"Gary","Madine",0,0,5,32,3,1.5,2,8,0,13,1,0,0,0,0.9,44,"5",14.0625
"458","Danny Ward","Centre-Forward","1990-12-09T00:00:00Z",28,"England","Cardiff City","Premier League","2018/2019",2018,"Danny","Ward",1,0,22,435,14,83.3,81.8,168,0,67,32.9,0,0,0,0.2,43,"5",4.55172413793103
"459","Danny Ward","Centre-Forward","1990-12-09T00:00:00Z",28,"England","Cardiff City","Premier League","2018/2019",2018,"Danny","Ward",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,"5",NA
"460","Omar Bogle","Centre-Forward","1992-07-26T00:00:00Z",26,"England","Cardiff City","Premier League","2018/2019",2018,"Omar","Bogle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,"5",NA
"461","Rhys Healey","Centre-Forward","1994-12-06T00:00:00Z",24,"England","Cardiff City","Premier League","2018/2019",2018,"Rhys","Healey",0,0,3,49,1,10.9,4.2,12,0,7,2.7,0,0,0,0.1,45,"5",5.51020408163265
