Club Name,Date Of Birth,Kickoff Time,League Name,Nationality,Player Name,Position,Position Index,Season,Was Home,Year,Age,Assists,Bonus,Bps,Clean Sheets,Creativity,Element,F1,Fixture,Goals Conceded,Goals Scored,GW,Ict Index,Influence,Minutes,Opponent Team,Own Goals,Penalties Missed,Penalties Saved,Red Cards,Round,Saves,Selected,Team A Score,Team H Score,Threat,Total Points,Transfers Balance,Transfers In,Transfers Out,Value,Yellow Cards
AFC Bournemouth,7/8/1997,8/10/2019 2:00:00 PM,Premier League,Wales,David Brooks,Right Winger,4,2019/2020,True,2019,21,0,0,0,0,0,76,101,2,0,0,1,0,0,0,15,0,0,0,0,1,0,23881,1,1,0,0,0,0,0,65,0
Brighton & Hove Albion,2/27/1989,8/10/2019 2:00:00 PM,Premier League,England,David Button,Goalkeeper,1,2019/2020,False,2019,30,0,0,0,0,0,48,102,7,0,0,1,0,0,0,18,0,0,0,0,1,0,1503984,3,0,0,0,0,0,0,40,0
Manchester United,11/7/1990,8/11/2019 3:30:00 PM,Premier League,Spain,David de Gea,Goalkeeper,1,2019/2020,True,2019,28,0,2,34,1,0,235,103,9,0,0,1,4.3,43.2,90,6,0,0,0,0,1,7,610697,0,4,0,10,0,0,0,55,0
Sheffield United,11/29/1987,8/10/2019 2:00:00 PM,Premier League,Ireland,David McGoldrick,Centre-Forward,5,2019/2020,False,2019,31,0,0,0,0,5.3,303,104,2,1,0,1,1.5,2,62,3,0,0,0,0,1,0,12742,1,1,8,2,0,0,0,55,0
Manchester City,1/8/1986,8/10/2019 11:30:00 AM,Premier League,Spain,David Silva,Attacking Midfield,4,2019/2020,False,2019,33,0,0,11,1,32.3,219,105,8,0,0,1,5.7,7.2,79,19,0,0,0,0,1,0,257201,5,0,17,3,0,0,0,75,0
Tottenham Hotspur,6/12/1996,8/10/2019 4:30:00 PM,Premier League,Colombia,Davinson Sánchez,Centre-Back,2,2019/2020,True,2019,23,0,0,14,0,11.8,333,106,6,1,0,1,4.8,15.2,90,2,0,0,0,0,1,0,63856,1,3,21,2,0,0,0,55,0
Brighton & Hove Albion,9/2/1991,8/10/2019 2:00:00 PM,Premier League,Netherlands,Davy Pröpper,Central Midfield,3,2019/2020,False,2019,27,1,0,26,1,16.3,54,107,7,0,0,1,4.8,30.8,90,18,0,0,0,0,1,0,5703,3,0,1,6,0,0,0,50,0
Newcastle United,7/9/1993,8/11/2019 1:00:00 PM,Premier League,United States,DeAndre Yedlin,Right-Back,2,2019/2020,True,2019,25,0,0,0,0,0,253,108,10,0,0,1,0,0,0,1,0,0,0,0,1,0,3395,1,0,0,0,0,0,0,45,0
Sheffield United,3/12/1997,8/10/2019 2:00:00 PM,Premier League,England,Dean Henderson,Goalkeeper,1,2019/2020,False,2019,22,0,0,12,0,0,471,109,2,1,0,1,1.4,13.6,90,3,0,0,0,0,1,2,80682,1,1,0,2,0,0,0,45,0
West Ham United,1/14/1999,8/10/2019 11:30:00 AM,Premier League,England,Declan Rice,Defensive Midfield,3,2019/2020,True,2019,20,0,0,15,0,1.8,395,110,8,5,0,1,1.8,16,90,11,0,0,0,0,1,0,157759,5,0,0,2,0,0,0,50,0
Liverpool FC,7/5/1989,8/9/2019 7:00:00 PM,Premier League,Croatia,Dejan Lovren,Centre-Back,2,2019/2020,True,2019,29,0,0,0,0,0,186,111,1,0,0,1,0,0,0,14,0,0,0,0,1,0,18316,1,4,0,0,0,0,0,55,0
Leicester City,6/28/1996,8/11/2019 1:00:00 PM,Premier League,England,Demarai Gray,Left Winger,4,2019/2020,True,2019,23,0,0,0,0,0,175,112,5,0,0,1,0,0,0,20,0,0,0,0,1,0,35855,0,0,0,0,0,0,0,55,0
Leicester City,5/14/1994,8/11/2019 1:00:00 PM,Premier League,Belgium,Dennis Praet,Central Midfield,3,2019/2020,True,2019,25,0,0,0,0,0,517,113,5,0,0,1,0,0,0,20,0,0,0,0,1,0,4750,0,0,0,0,0,0,0,55,0
Norwich City,5/5/1994,8/9/2019 7:00:00 PM,Premier League,Germany,Dennis Srbeny,Centre-Forward,5,2019/2020,False,2019,25,0,0,0,0,0,279,114,1,0,0,1,0,0,0,10,0,0,0,0,1,0,4400,1,4,0,0,0,0,0,55,0
AFC Bournemouth,2/23/1993,8/10/2019 2:00:00 PM,Premier League,Spain,Diego Rico,Left-Back,2,2019/2020,True,2019,26,0,0,13,0,16.6,65,115,2,1,0,1,4.1,21,90,15,0,0,0,0,1,0,281145,1,1,3,2,0,0,0,40,0
Wolverhampton Wanderers,12/4/1996,8/11/2019 1:00:00 PM,Premier League,Portugal,Diogo Jota,Left Winger,4,2019/2020,False,2019,22,0,0,4,1,12.3,410,116,5,0,0,1,3.9,1.6,75,9,0,0,0,0,1,0,760902,0,0,25,2,0,0,0,65,0
Liverpool FC,4/18/1995,8/9/2019 7:00:00 PM,Premier League,Belgium,Divock Origi,Centre-Forward,5,2019/2020,True,2019,24,1,3,46,0,26.4,188,117,1,1,1,1,9.3,45.4,73,14,0,0,0,0,1,0,165505,1,4,21,12,0,0,0,55,0
Everton FC,7/29/1992,8/10/2019 2:00:00 PM,Premier League,France,Djibril Sidibé,Right-Back,2,2019/2020,False,2019,26,0,0,0,0,0,511,118,4,0,0,1,0,0,0,7,0,0,0,0,1,0,15480,0,0,0,0,0,0,0,55,0
Watford FC,11/18/1999,8/10/2019 2:00:00 PM,Premier League,Portugal,Domingos Quina,Central Midfield,3,2019/2020,True,2019,19,0,0,0,0,0,375,119,7,0,0,1,0,0,0,4,0,0,0,0,1,0,6262,3,0,0,0,0,0,0,45,0
Everton FC,3/16/1997,8/10/2019 2:00:00 PM,Premier League,England,Dominic Calvert-Lewin,Centre-Forward,5,2019/2020,False,2019,22,0,0,5,1,11.2,147,120,4,0,0,1,1.9,1.4,68,7,0,0,0,0,1,0,104923,0,0,6,2,0,0,0,60,0
AFC Bournemouth,9/14/1997,8/10/2019 2:00:00 PM,Premier League,England,Dominic Solanke,Centre-Forward,5,2019/2020,True,2019,21,0,0,3,0,0,69,121,2,0,0,1,0,0,1,15,0,0,0,0,1,0,31837,1,1,0,1,0,0,0,55,0
Burnley FC,11/22/1999,8/10/2019 2:00:00 PM,Premier League,England,Dwight McNeil,Left Winger,4,2019/2020,True,2019,19,0,0,15,1,5.3,97,122,3,0,0,1,2.1,15.8,83,16,0,0,0,0,1,0,23782,0,3,0,3,0,0,0,60,0
Leicester City,10/2/1984,8/11/2019 1:00:00 PM,Premier League,Switzerland,Eldin Jakupovic,Goalkeeper,1,2019/2020,True,2019,34,0,0,0,0,0,169,123,5,0,0,1,0,0,0,20,0,0,0,0,1,0,6851,0,0,0,0,0,0,0,45,0
Norwich City,12/25/1996,8/9/2019 7:00:00 PM,Premier League,Argentina,Emiliano Buendía,Right Winger,4,2019/2020,False,2019,22,1,0,16,0,40.5,283,124,1,4,0,1,9.9,34.2,90,10,0,0,0,0,1,0,24938,1,4,24,4,0,0,0,60,1
Arsenal FC,9/2/1992,8/11/2019 1:00:00 PM,Premier League,Argentina,Emiliano Martínez,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,427,125,10,0,0,1,0,0,0,13,0,0,0,0,1,0,16175,1,0,0,0,0,0,0,45,0
Newcastle United,8/2/1994,8/11/2019 1:00:00 PM,Premier League,Sweden,Emil Krafth,Right-Back,2,2019/2020,True,2019,24,0,0,0,0,0,519,126,10,0,0,1,0,0,0,1,0,0,0,0,1,0,3239,1,0,0,0,0,0,0,45,0
Sheffield United,7/9/1990,8/10/2019 2:00:00 PM,Premier League,Ireland,Enda Stevens,Left-Back,2,2019/2020,False,2019,28,0,0,11,0,3.1,291,127,2,1,0,1,1.5,10.2,90,3,0,0,0,0,1,0,21696,1,1,2,2,0,0,0,50,0
Manchester United,4/12/1994,8/11/2019 3:30:00 PM,Premier League,Cote d'Ivoire,Eric Bailly,Centre-Back,2,2019/2020,True,2019,25,0,0,0,0,0,228,128,9,0,0,1,0,0,0,6,0,0,0,0,1,0,3005,0,4,0,0,0,0,0,50,0
Tottenham Hotspur,1/15/1994,8/10/2019 4:30:00 PM,Premier League,England,Eric Dier,Centre-Back,2,2019/2020,True,2019,25,0,0,0,0,0,350,129,6,0,0,1,0,0,0,2,0,0,0,0,1,0,10534,1,3,0,0,0,0,0,50,0
Tottenham Hotspur,3/4/1992,8/10/2019 4:30:00 PM,Premier League,Argentina,Erik Lamela,Right Winger,4,2019/2020,True,2019,27,0,0,15,0,38.3,346,130,6,1,0,1,8.9,11.6,87,2,0,0,0,0,1,0,37710,1,3,39,1,0,0,0,60,1
Burnley FC,8/7/1988,8/10/2019 2:00:00 PM,Premier League,Netherlands,Erik Pieters,Left-Back,2,2019/2020,True,2019,30,2,2,43,1,25.1,447,131,3,0,0,1,8.3,56.8,90,16,0,0,0,0,1,0,9332,0,3,1,14,0,0,0,45,0
Everton FC,11/21/1989,8/10/2019 2:00:00 PM,Premier League,England,Fabian Delph,Central Midfield,3,2019/2020,False,2019,29,0,0,0,0,0,205,132,4,0,0,1,0,0,0,7,0,0,0,0,1,0,25909,0,0,0,0,0,0,0,55,0
Newcastle United,12/20/1991,8/11/2019 1:00:00 PM,Premier League,Switzerland,Fabian Schär,Centre-Back,2,2019/2020,True,2019,27,0,0,12,0,1.7,252,133,10,1,0,1,3,23.4,90,1,0,0,0,0,1,0,99525,1,0,5,2,0,0,0,50,0
West Ham United,8/23/1991,8/10/2019 11:30:00 AM,Premier League,Paraguay,Fabián Balbuena,Centre-Back,2,2019/2020,True,2019,27,0,0,6,0,0.4,382,134,8,5,0,1,0.6,5.6,90,11,0,0,0,0,1,0,27470,5,0,0,-1,0,0,0,45,1
Newcastle United,2/21/1989,8/11/2019 1:00:00 PM,Premier League,Argentina,Federico Fernández,Centre-Back,2,2019/2020,True,2019,30,0,0,0,0,0,254,135,10,0,0,1,0,0,0,1,0,0,0,0,1,0,10073,1,0,0,0,0,0,0,45,0
Chelsea FC,12/19/1997,8/11/2019 3:30:00 PM,Premier League,England,Fikayo Tomori,Centre-Back,2,2019/2020,False,2019,21,0,0,0,0,0,529,136,9,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,4,0,0,0,0,0,45,0
Newcastle United,5/20/1991,8/11/2019 1:00:00 PM,Premier League,France,Florian Lejeune,Centre-Back,2,2019/2020,True,2019,28,0,0,0,0,0,257,137,10,0,0,1,0,0,0,1,0,0,0,0,1,0,223,1,0,0,0,0,0,0,45,0
Brighton & Hove Albion,4/11/1993,8/10/2019 2:00:00 PM,Premier League,Romania,Florin Andone,Centre-Forward,5,2019/2020,False,2019,26,0,1,27,0,0.5,46,138,7,0,1,1,5.8,40,26,18,0,0,0,0,1,0,20055,3,0,17,6,0,0,0,50,0
Southampton FC,3/17/1988,8/10/2019 2:00:00 PM,Premier League,England,Fraser Forster,Goalkeeper,1,2019/2020,False,2019,31,0,0,0,0,0,317,139,3,0,0,1,0,0,0,5,0,0,0,0,1,0,58416,0,3,0,0,0,0,0,45,0
Aston Villa,12/24/1994,8/10/2019 4:30:00 PM,Premier League,France,Frédéric Guilbert,Right-Back,2,2019/2020,False,2019,24,0,0,0,0,0,458,140,6,0,0,1,0,0,0,17,0,0,0,0,1,0,32103,1,3,0,0,0,0,0,45,0
Crystal Palace,12/19/1985,8/10/2019 2:00:00 PM,Premier League,England,Gary Cahill,Centre-Back,2,2019/2020,True,2019,33,0,0,0,0,0,503,141,4,0,0,1,0,0,0,8,0,0,0,0,1,0,116208,0,0,0,0,0,0,0,45,0
Brighton & Hove Albion,4/25/1988,8/10/2019 2:00:00 PM,Premier League,Cameroon,Gaëtan Bong,Left-Back,2,2019/2020,False,2019,31,0,0,0,0,0,41,142,7,0,0,1,0,0,0,18,0,0,0,0,1,0,9444,3,0,0,0,0,0,0,45,0
Sheffield United,3/9/1993,8/10/2019 2:00:00 PM,Premier League,England,George Baldock,Right-Back,2,2019/2020,False,2019,26,0,0,1,0,3.8,294,143,2,1,0,1,0.7,0.4,90,3,0,0,0,0,1,0,8980,1,1,3,2,0,0,0,45,0
Liverpool FC,11/11/1990,8/9/2019 7:00:00 PM,Premier League,Netherlands,Georginio Wijnaldum,Central Midfield,3,2019/2020,True,2019,28,0,0,11,0,5.2,199,144,1,1,0,1,1.1,3.8,90,14,0,0,0,0,1,0,145844,1,4,2,2,0,0,0,55,0
Watford FC,3/13/1994,8/10/2019 2:00:00 PM,Premier League,Spain,Gerard Deulofeu,Left Winger,4,2019/2020,True,2019,25,0,0,1,0,5.5,363,145,7,1,0,1,0.6,0,45,4,0,0,0,0,1,0,337999,3,0,3,1,0,0,0,65,0
Tottenham Hotspur,4/9/1996,8/10/2019 4:30:00 PM,Premier League,Argentina,Giovani Lo Celso,Central Midfield,3,2019/2020,True,2019,23,0,0,0,0,0,523,146,6,0,0,1,0,0,0,2,0,0,0,0,1,0,30815,1,3,0,0,0,0,0,75,0
Brighton & Hove Albion,9/25/1983,8/10/2019 2:00:00 PM,Premier League,England,Glenn Murray,Centre-Forward,5,2019/2020,False,2019,35,0,0,0,1,3.1,44,147,7,0,0,1,1.1,4.2,63,18,0,0,0,0,1,0,209377,3,0,4,2,0,0,0,60,0
West Ham United,4/19/1998,8/10/2019 11:30:00 AM,Premier League,England,Grady Diangana,Left Winger,4,2019/2020,True,2019,21,0,0,0,0,0,398,148,8,0,0,1,0,0,0,11,0,0,0,0,1,0,6188,5,0,0,0,0,0,0,45,0
Arsenal FC,9/27/1992,8/11/2019 1:00:00 PM,Premier League,Switzerland,Granit Xhaka,Defensive Midfield,3,2019/2020,False,2019,26,0,0,11,1,24.2,18,149,10,0,0,1,4.5,15.8,90,13,0,0,0,0,1,0,83398,1,0,5,2,0,0,0,55,1
Norwich City,11/20/1991,8/9/2019 7:00:00 PM,Premier League,Scotland,Grant Hanley,Centre-Back,2,2019/2020,False,2019,27,0,0,2,0,0,277,150,1,4,0,1,0.9,8.6,90,10,1,0,0,0,1,0,143674,1,4,0,-2,0,0,0,40,0
Everton FC,9/8/1989,8/10/2019 2:00:00 PM,Premier League,Iceland,Gylfi Sigurdsson,Attacking Midfield,4,2019/2020,False,2019,29,0,0,3,1,13.1,151,151,4,0,0,1,5.5,4.8,78,7,0,0,0,0,1,0,791565,0,0,37,3,0,0,0,80,0
Leicester City,10/1/1997,8/11/2019 1:00:00 PM,Premier League,England,Hamza Choudhury,Defensive Midfield,3,2019/2020,True,2019,21,0,0,15,1,12.4,180,152,5,0,0,1,3.1,10.6,60,20,0,0,0,0,1,0,30605,0,0,8,3,0,0,0,45,0
Tottenham Hotspur,7/28/1993,8/10/2019 4:30:00 PM,Premier League,England,Harry Kane,Centre-Forward,5,2019/2020,True,2019,25,0,3,50,0,24.1,338,153,6,1,2,1,18.3,64.2,90,2,0,0,0,0,1,0,1591131,1,3,95,13,0,0,0,110,0
Manchester United,3/5/1993,8/11/2019 3:30:00 PM,Premier League,England,Harry Maguire,Centre-Back,2,2019/2020,True,2019,26,0,0,29,1,10.8,160,154,9,0,0,1,5.4,34.8,90,6,0,0,0,0,1,0,932347,0,4,8,6,0,0,0,55,0
AFC Bournemouth,3/22/1997,8/10/2019 2:00:00 PM,Premier League,Wales,Harry Wilson,Right Winger,4,2019/2020,True,2019,22,0,0,0,0,0,505,155,2,0,0,1,0,0,0,15,0,0,0,0,1,0,62133,1,1,0,0,0,0,0,60,0
Tottenham Hotspur,2/2/1996,8/10/2019 4:30:00 PM,Premier League,England,Harry Winks,Defensive Midfield,3,2019/2020,True,2019,23,0,0,14,0,29.6,347,156,6,1,0,1,4.1,10.8,63,2,0,0,0,0,1,0,20098,1,3,1,2,0,0,0,55,0
Leicester City,12/9/1997,8/11/2019 1:00:00 PM,Premier League,England,Harvey Barnes,Left Midfield,3,2019/2020,True,2019,21,0,0,3,0,2.1,172,157,5,0,0,1,1.9,5.6,29,20,0,0,0,0,1,0,13242,0,0,11,1,0,0,0,60,0
Arsenal FC,1/21/1989,8/11/2019 1:00:00 PM,Premier League,Armenia,Henrikh Mkhitaryan,Attacking Midfield,4,2019/2020,False,2019,30,0,0,0,1,19.4,16,158,10,0,0,1,4.2,0.2,83,13,0,0,0,0,1,0,126595,1,0,22,2,0,0,0,70,1
Aston Villa,10/12/1990,8/10/2019 4:30:00 PM,Premier League,England,Henri Lansbury,Central Midfield,3,2019/2020,False,2019,28,0,0,0,0,0,35,159,6,0,0,1,0,0,0,17,0,0,0,0,1,0,12198,1,3,0,0,0,0,0,45,0
Tottenham Hotspur,12/26/1986,8/10/2019 4:30:00 PM,Premier League,France,Hugo Lloris,Goalkeeper,1,2019/2020,True,2019,32,0,0,13,0,0,340,160,6,1,0,1,2.1,21.4,90,2,0,0,0,0,1,3,514748,1,3,0,3,0,0,0,55,0
Arsenal FC,3/19/1995,8/11/2019 1:00:00 PM,Premier League,Spain,Héctor Bellerín,Right-Back,2,2019/2020,False,2019,24,0,0,0,0,0,2,161,10,0,0,1,0,0,0,13,0,0,0,0,1,0,7979,1,0,0,0,0,0,0,55,0
Norwich City,4/6/1993,8/9/2019 7:00:00 PM,Premier League,France,Ibrahim Amadou,Defensive Midfield,3,2019/2020,False,2019,26,0,0,0,0,0,507,162,1,0,0,1,0,0,0,10,0,0,0,0,1,0,2422,1,4,0,0,0,0,0,45,0
Manchester City,10/24/1990,8/10/2019 11:30:00 AM,Premier League,Germany,Ilkay Gündogan,Central Midfield,3,2019/2020,False,2019,28,0,0,3,0,3.8,222,163,8,0,0,1,0.5,1.2,11,19,0,0,0,0,1,0,177023,5,0,0,1,0,0,0,55,0
Newcastle United,3/22/1995,8/11/2019 1:00:00 PM,Premier League,England,Isaac Hayden,Defensive Midfield,3,2019/2020,True,2019,24,0,0,20,0,12,271,164,10,1,0,1,3.4,22.4,90,1,0,0,0,0,1,0,432483,1,0,0,2,0,0,0,45,0
Watford FC,2/25/1998,8/10/2019 2:00:00 PM,Premier League,Senegal,Ismaïla Sarr,Right Winger,4,2019/2020,True,2019,21,0,0,0,0,0,525,165,7,0,0,1,0,0,0,4,0,0,0,0,1,0,22066,3,0,0,0,0,0,0,65,0
West Ham United,1/9/1997,8/10/2019 11:30:00 AM,Premier League,France,Issa Diop,Centre-Back,2,2019/2020,True,2019,22,0,0,3,0,0.3,381,166,8,5,0,1,1.2,5,90,11,0,0,0,0,1,0,231395,5,0,7,0,0,0,0,45,0
Newcastle United,10/24/1989,8/11/2019 1:00:00 PM,Premier League,England,Jack Colback,Defensive Midfield,3,2019/2020,True,2019,29,0,0,0,0,0,482,167,10,0,0,1,0,0,0,1,0,0,0,0,1,0,4015,1,0,0,0,0,0,0,45,0
Burnley FC,6/25/1989,8/10/2019 2:00:00 PM,Premier League,England,Jack Cork,Defensive Midfield,3,2019/2020,True,2019,30,0,0,10,1,2.1,102,168,3,0,0,1,1,8.2,90,16,0,0,0,0,1,0,16050,0,3,0,3,0,0,0,50,0
Aston Villa,9/10/1995,8/10/2019 4:30:00 PM,Premier League,England,Jack Grealish,Left Winger,4,2019/2020,False,2019,23,0,0,22,0,22.1,29,169,6,3,0,1,4.9,27,90,17,0,0,0,0,1,0,345002,1,3,0,2,0,0,0,60,0
Sheffield United,3/29/1994,8/10/2019 2:00:00 PM,Premier League,England,Jack O'Connell,Centre-Back,2,2019/2020,False,2019,25,0,0,12,0,4.6,293,170,2,1,0,1,2,15.6,90,3,0,0,0,0,1,0,20821,1,1,0,2,0,0,0,45,0
AFC Bournemouth,12/18/1996,8/10/2019 2:00:00 PM,Premier League,England,Jack Simpson,Centre-Back,2,2019/2020,True,2019,22,0,0,0,0,0,66,171,2,0,0,1,0,0,0,15,0,0,0,0,1,0,476670,1,1,0,0,0,0,0,40,0
AFC Bournemouth,4/6/1996,8/10/2019 2:00:00 PM,Premier League,England,Jack Stacey,Right-Back,2,2019/2020,True,2019,23,0,0,0,0,0,446,172,2,0,0,1,0,0,0,15,0,0,0,0,1,0,8835,1,1,0,0,0,0,0,45,0
Southampton FC,1/27/1994,8/10/2019 2:00:00 PM,Premier League,England,Jack Stephens,Centre-Back,2,2019/2020,False,2019,25,0,0,10,0,0.1,308,173,3,2,0,1,1.3,10.6,72,5,0,0,0,0,1,0,7817,0,3,2,1,0,0,0,45,0
West Ham United,1/1/1992,8/10/2019 11:30:00 AM,Premier League,England,Jack Wilshere,Central Midfield,3,2019/2020,True,2019,27,0,0,3,0,2.1,394,174,8,2,0,1,0.5,2.6,55,11,0,0,0,0,1,0,32147,5,0,0,1,0,0,0,50,0
Newcastle United,2/24/1995,8/11/2019 1:00:00 PM,Premier League,England,Jacob Murphy,Right Winger,4,2019/2020,True,2019,24,0,0,0,0,0,483,175,10,0,0,1,0,0,0,1,0,0,0,0,1,0,1504,1,0,0,0,0,0,0,50,0
Sheffield United,10/3/1996,8/10/2019 2:00:00 PM,Premier League,England,Jake Eastwood,Goalkeeper,1,2019/2020,False,2019,22,0,0,0,0,0,299,176,2,0,0,1,0,0,0,3,0,0,0,0,1,0,17039,1,1,0,0,0,0,0,45,0
Newcastle United,11/11/1993,8/11/2019 1:00:00 PM,Premier League,England,Jamaal Lascelles,Centre-Back,2,2019/2020,True,2019,25,0,0,13,0,0.4,258,177,10,1,0,1,2,19.6,90,1,0,0,0,0,1,0,458877,1,0,0,2,0,0,0,45,0
Norwich City,1/25/1998,8/9/2019 7:00:00 PM,Premier League,Northern Ireland,Jamal Lewis,Left-Back,2,2019/2020,False,2019,21,0,0,15,0,25.1,276,178,1,4,0,1,4.9,24.2,90,10,0,0,0,0,1,0,12026,1,4,0,0,0,0,0,45,0
Aston Villa,1/23/1989,8/10/2019 4:30:00 PM,Premier League,Wales,James Chester,Centre-Back,2,2019/2020,False,2019,30,0,0,0,0,0,23,179,6,0,0,1,0,0,0,17,0,0,0,0,1,0,8669,1,3,0,0,0,0,0,45,0
Manchester United,3/13/2001,8/11/2019 3:30:00 PM,Premier League,England,James Garner,Defensive Midfield,3,2019/2020,True,2019,18,0,0,0,0,0,250,180,9,0,0,1,0,0,0,6,0,0,0,0,1,0,6284,0,4,0,0,0,0,0,45,0
Leicester City,2/23/1998,8/11/2019 1:00:00 PM,Premier League,England,James Justin,Right-Back,2,2019/2020,True,2019,21,0,0,0,0,0,433,181,5,0,0,1,0,0,0,20,0,0,0,0,1,0,7262,0,0,0,0,0,0,0,50,0
Leicester City,11/23/1996,8/11/2019 1:00:00 PM,Premier League,England,James Maddison,Attacking Midfield,4,2019/2020,True,2019,22,0,0,9,1,49.2,171,182,5,0,0,1,6.6,3.6,90,20,0,0,0,0,1,0,568427,0,0,13,3,0,0,0,70,0
Crystal Palace,10/7/1987,8/10/2019 2:00:00 PM,Premier League,Scotland,James McArthur,Central Midfield,3,2019/2020,True,2019,31,0,0,15,1,11.6,138,183,4,0,0,1,3.3,21.2,90,8,0,0,0,0,1,0,110758,0,0,0,3,0,0,0,55,0
Crystal Palace,11/12/1990,8/10/2019 2:00:00 PM,Premier League,Ireland,James McCarthy,Central Midfield,3,2019/2020,True,2019,28,0,0,0,0,0,157,184,4,0,0,1,0,0,0,8,0,0,0,0,1,0,38471,0,0,0,0,0,0,0,45,0
Liverpool FC,1/4/1986,8/9/2019 7:00:00 PM,Premier League,England,James Milner,Central Midfield,3,2019/2020,True,2019,33,0,0,3,0,0.3,200,185,1,0,0,1,0.1,0.2,4,14,0,0,0,0,1,0,48632,1,4,0,1,0,0,0,55,0
Burnley FC,11/19/1992,8/10/2019 2:00:00 PM,Premier League,England,James Tarkowski,Centre-Back,2,2019/2020,True,2019,26,0,0,23,1,0.2,84,186,3,0,0,1,5.4,18,90,16,0,0,0,0,1,0,96554,0,3,36,6,0,0,0,50,0
Crystal Palace,3/29/1989,8/10/2019 2:00:00 PM,Premier League,England,James Tomkins,Centre-Back,2,2019/2020,True,2019,30,0,0,0,0,0,124,187,4,0,0,1,0,0,0,8,0,0,0,0,1,0,769,0,0,0,0,0,0,0,50,0
Southampton FC,11/1/1994,8/10/2019 2:00:00 PM,Premier League,England,James Ward-Prowse,Central Midfield,3,2019/2020,False,2019,24,0,0,10,0,15.1,321,188,3,3,0,1,4.3,10.8,90,5,0,0,0,0,1,0,56852,0,3,17,2,0,0,0,60,0
Leicester City,1/11/1987,8/11/2019 1:00:00 PM,Premier League,England,Jamie Vardy,Centre-Forward,5,2019/2020,True,2019,32,0,0,5,1,4.9,166,189,5,0,0,1,1.6,6.8,90,20,0,0,0,0,1,0,586801,0,0,4,2,0,0,0,90,0
Southampton FC,8/3/1992,8/10/2019 2:00:00 PM,Premier League,Denmark,Jannik Vestergaard,Centre-Back,2,2019/2020,False,2019,26,0,0,13,0,1.3,304,190,3,3,0,1,5.1,16.4,90,5,0,0,0,0,1,0,10483,0,3,33,1,0,0,0,50,0
Southampton FC,4/12/1996,8/10/2019 2:00:00 PM,Premier League,Poland,Jan Bednarek,Centre-Back,2,2019/2020,False,2019,23,0,0,13,0,10.8,307,191,3,3,0,1,4.1,20.4,90,5,0,0,0,0,1,0,43489,0,3,10,1,0,0,0,45,0
Tottenham Hotspur,4/24/1987,8/10/2019 4:30:00 PM,Premier League,Belgium,Jan Vertonghen,Centre-Back,2,2019/2020,True,2019,32,0,0,0,0,0,330,192,6,0,0,1,0,0,0,2,0,0,0,0,1,0,199716,1,3,0,0,0,0,0,55,0
Newcastle United,5/5/1994,8/11/2019 1:00:00 PM,Premier League,Spain,Javier Manquillo,Right-Back,2,2019/2020,True,2019,25,0,0,10,0,11.1,256,193,10,1,0,1,2.2,8.6,90,1,0,0,0,0,1,0,9344,1,0,2,2,0,0,0,45,0
Everton FC,9/25/1995,8/10/2019 2:00:00 PM,Premier League,Cote d'Ivoire,Jean-Philippe Gbamin,Defensive Midfield,3,2019/2020,False,2019,23,0,0,6,0,4.6,497,194,4,0,0,1,1.1,6.8,45,7,0,0,0,0,1,0,4598,0,0,0,1,0,0,0,50,0
Aston Villa,9/23/1992,8/10/2019 4:30:00 PM,Premier League,England,Jed Steer,Goalkeeper,1,2019/2020,False,2019,26,0,0,0,0,0,429,195,6,0,0,1,0,0,0,17,0,0,0,0,1,0,8824,1,3,0,0,0,0,0,45,0
AFC Bournemouth,10/25/1994,8/10/2019 2:00:00 PM,Premier League,Colombia,Jefferson Lerma,Defensive Midfield,3,2019/2020,True,2019,24,0,0,13,0,3.3,82,196,2,1,0,1,2.4,12,90,15,0,0,0,0,1,0,12723,1,1,9,2,0,0,0,50,0
Crystal Palace,12/23/1992,8/10/2019 2:00:00 PM,Premier League,Ghana,Jeffrey Schlupp,Left Midfield,3,2019/2020,True,2019,26,0,0,0,0,0,137,197,4,0,0,1,0,0,0,8,0,0,0,0,1,0,7981,0,0,0,0,0,0,0,55,0
Burnley FC,1/31/1992,8/10/2019 2:00:00 PM,Premier League,Ireland,Jeff Hendrick,Central Midfield,3,2019/2020,True,2019,27,0,0,0,0,0,100,198,3,0,0,1,0,0,0,16,0,0,0,0,1,0,5770,0,3,0,0,0,0,0,55,0
Manchester United,12/15/1992,8/11/2019 3:30:00 PM,Premier League,England,Jesse Lingard,Attacking Midfield,4,2019/2020,True,2019,26,0,0,2,1,13.3,241,199,9,0,0,1,1.6,0.2,85,6,0,0,0,0,1,0,77366,0,4,2,2,0,0,0,65,1
Newcastle United,3/30/1994,8/11/2019 1:00:00 PM,Premier League,Netherlands,Jetro Willems,Left-Back,2,2019/2020,True,2019,25,0,0,6,0,11.2,498,200,10,1,0,1,1.9,5.4,36,1,0,0,0,0,1,0,10377,1,0,2,1,0,0,0,45,0
Liverpool FC,8/8/1991,8/9/2019 7:00:00 PM,Premier League,Cameroon,Joel Matip,Centre-Back,2,2019/2020,True,2019,27,0,0,0,0,0,185,201,1,0,0,1,0,0,0,14,0,0,0,0,1,0,65735,1,4,0,0,0,0,0,55,0
